"adjective","prop_item_correct","gbooks_freq"
"familiar",0.988095238095238,1.615
"famous",0.915492957746479,-0.204
"fanatical",0.670103092783505,-0.199
"fanciful",0.657894736842105,-0.168
"fancy",0.891566265060241,0.649
"fancy-free",0.735632183908046,NA
"fantastical",0.784810126582278,-0.241
"farseeing",0.882978723404255,NA
"fascinating",0.8625,0.041
"fashionable",0.875,0.004
"fastidious",0.544117647058823,-0.21
"fat",0.951219512195122,-0.142
"fatalistic",0.421052631578947,-0.247
"fatherly",0.852941176470588,-0.225
"fatigueless",0.84,NA
"fatuous",0.3125,-0.247
"faultfinding",0.717647058823529,NA
"fawning",0.577464788732394,-0.245
"fearful",0.678571428571429,0.18
"fearless",0.897435897435897,-0.153
"feckless",0.494623655913978,NA
"feeble-minded",0.830769230769231,NA
"feelingful",0.539325842696629,NA
"feelingless",0.811764705882353,NA
"felicitous",0.421052631578947,-0.239
"felonious",0.613333333333333,NA
"feminine",0.958333333333333,0.142
"ferocious",0.961038961038961,-0.156
"fervent",0.616438356164384,-0.145
"festive",0.938271604938272,-0.188
"fickle",0.80952380952381,-0.213
"fidgety",0.911111111111111,-0.249
"fiendish",0.354838709677419,-0.237
"fierce",0.831325301204819,0.29
"fiery",0.941860465116279,-0.005
"filthy",0.951807228915663,-0.122
"fine",0.560975609756098,3.38
"finicky",0.813953488372093,NA
"firm",0.75,2.138
"fishy",0.571428571428571,-0.245
"flaky",0.623376623376623,NA
"flamboyant",0.902439024390244,-0.231
"flammable",0.948717948717949,-0.242
"flashy",0.906666666666667,-0.238
"flatterable",0.898305084745763,NA
"flattering",0.567307692307692,-0.139
"flaunty",0.835051546391753,NA
"flawless",0.955555555555556,-0.226
"flexible",0.911111111111111,0.243
"flighty",0.473684210526316,-0.249
"flinching",0.963414634146341,-0.245
"flippant",0.569444444444444,-0.239
"flirtatious",0.931034482758621,-0.249
"florid",0.513157894736842,-0.222
"fluid",0.684931506849315,-0.192
"fluttery",0.555555555555556,NA
"folksy",0.647058823529412,NA
"foolhardy",0.626666666666667,-0.241
"foolish",0.896551724137931,0.29
"footloose",0.712871287128713,NA
"foppish",0.430555555555556,NA
"forbearing",0.313253012048193,-0.248
"forceful",0.655172413793103,-0.173
"forceless",0.706666666666667,NA
"forcible",0.844155844155844,-0.177
"foresighted",0.911111111111111,NA
"foresightless",0.805555555555556,NA
"forethoughtful",0.802631578947368,NA
"forgetful",0.656565656565657,-0.212
"forgiving",0.911392405063291,-0.177
"forlorn",0.698795180722892,-0.151
"formal",0.64,1.36
"forthcoming",0.727272727272727,-0.036
"forthright",0.53,-0.237
"fortunate",0.957142857142857,0.189
"forward",0.741573033707865,-0.125
"forward-looking",0.904255319148936,NA
"foul-mouthed",0.951219512195122,NA
"foxy",0.673913043478261,NA
"fractious",0.4,-0.247
"fragile",0.971428571428571,-0.041
"frank",0.896551724137931,-0.042
"fraternal",0.951219512195122,-0.198
"fraudulent",0.857142857142857,-0.148
"free",0.635416666666667,-0.214
"free-living",0.688311688311688,NA
"free-minded",0.698630136986301,NA
"free-thinking",0.882978723404255,NA
"frenetic",0.681818181818182,-0.247
"frenzied",0.8,-0.21
"fretful",0.765432098765432,-0.236
"fretless",0.72972972972973,NA
"fretting",0.674698795180723,-0.23
"friendly",0.935483870967742,0.796
"frightenable",0.924731182795699,NA
"frightened",0.931818181818182,0.326
"frightening",0.8625,-0.12
"frigid",0.960526315789474,-0.216
"frisky",0.797872340425532,NA
"frivolous",0.67032967032967,-0.154
"frolicsome",0.734177215189873,NA
"frugal",0.967032967032967,-0.215
"frustrated",0.75,-0.244
"frustrating",0.703703703703704,-0.169
"fumbling",0.89873417721519,-0.223
"funny",0.941176470588235,0.245
"furious",0.960526315789474,-0.249
"fussy",0.645569620253165,-0.234
"gabby",0.894736842105263,-0.25
"gallant",0.7625,-0.248
"garish",0.744186046511628,-0.243
"garrulous",0.385714285714286,-0.243
"gauche",0.458333333333333,-0.253
"gaudy",0.91566265060241,-0.209
"generative",0.576470588235294,-0.199
"generous",0.591397849462366,0.456
"genial",0.646153846153846,-0.124
"genteel",0.533333333333333,-0.2
"gentle",0.803030303030303,0.689
"gentle-minded",0.411764705882353,NA
"gentlemanlike",0.987012987012987,NA
"genuine",0.916666666666667,-0.239
"giddy",0.253012048192771,-0.196
"gifted",0.9,-0.234
"giggly",0.930555555555556,NA
"girlish",0.960526315789474,-0.215
"giving",0.810126582278481,3.005
"glad",0.909090909090909,-0.202
"glamorous",0.616279069767442,-0.215
"gleeful",0.942528735632184,-0.249
"glib",0.541176470588235,-0.245
"gloating",0.69620253164557,-0.248
"gloomy",0.947368421052632,0.041
"glum",0.881720430107527,-0.244
"gluttonous",0.973684210526316,NA
"goading",0.682926829268293,NA
"goatish",0.0705882352941176,NA
"god-fearing",0.959183673469388,NA
"godless",0.875,-0.233
"good",0.55,1.76
"good-for-nothing",0.822784810126582,NA
"good-hearted",0.945205479452055,NA
"good-humored",0.813186813186813,NA
"good-looking",0.988636363636364,NA
"good-natured",0.975903614457831,NA
"good-tempered",0.852631578947368,NA
"gorgeous",0.956521739130435,-0.052
"gossipy",0.946666666666667,NA
"gourmet",0.914634146341463,-0.236
"grabby",0.784810126582278,NA
"graceful",0.634146341463415,0.061
"graceless",0.658227848101266,-0.25
"gracious",0.853333333333333,0.055
"grand",0.876543209876543,0.53
"grandfatherly",0.780487804878049,NA
"grandiloquent",0.557894736842105,NA
"grandiose",0.670731707317073,-0.22
"grandmotherly",0.817073170731707,NA
"grateful",0.97752808988764,0.446
"grave",0.686868686868687,1.022
"greasy",0.96969696969697,-0.18
"great",0.76,19.286
"great-hearted",0.846153846153846,NA
"greedy",0.925925925925926,-0.126
"gregarious",0.646341463414634,-0.235
"gritty",0.461538461538462,-0.229
"grouchy",0.916666666666667,NA
"grousing",0.505747126436782,NA
"groveling",0.670886075949367,NA
"grudging",0.461538461538462,-0.238
"gruff",0.837837837837838,-0.224
"grumbly",0.807228915662651,NA
"grumpy",0.962025316455696,-0.244
"guarded",0.819047619047619,0.032
"guileless",0.506849315068493,-0.241
"guilt-free",0.89873417721519,NA
"guiltless",0.755813953488372,-0.238
"guilty",0.903225806451613,0.711
"gullible",0.96551724137931,-0.243
"gushy",0.769230769230769,NA
"gutless",0.773809523809524,NA
"gutsy",0.81578947368421,NA
"habitual",0.865671641791045,-0.254
"halfhearted",0.782051282051282,-0.253
"halfwitted",0.866666666666667,NA
"handicapped",0.960526315789474,-0.25
"handsome",0.95,0.515
"handy",0.725,-0.232
"haphazard",0.576923076923077,-0.213
"hapless",0.714285714285714,-0.204
"happy",0.925925925925926,-0.056
"happy-go-lucky",0.846153846153846,NA
"harassing",0.622448979591837,-0.219
"hard",0.470588235294118,-0.25
"hard-hearted",0.367088607594937,NA
"hard-nosed",0.619565217391304,NA
"hard-shelled",0.519480519480519,NA
"hardened",0.616438356164384,-0.056
"hardheaded",0.688311688311688,NA
"hardworking",0.916666666666667,-0.228
"hardy",0.773809523809524,-0.118
"harebrained",0.651685393258427,NA
"harmless",0.89010989010989,-0.257
"harsh",0.811764705882353,-0.248
"hasty",0.923076923076923,-0.255
"hateful",0.839506172839506,-0.158
"haughty",0.68,-0.132
"headlong",0.366666666666667,-0.162
"headstrong",0.911111111111111,-0.237
"healthful",0.792207792207792,-0.196
"healthy",0.948051948051948,0.859
"heartbroken",0.887323943661972,-0.242
"heartless",0.909090909090909,-0.193
"heartsick",0.775,-0.257
"hearty",0.459770114942529,-0.032
"heavy-handed",0.623376623376623,NA
"hectic",0.840909090909091,-0.219
"heedful",0.823529411764706,NA
"heedless",0.701923076923077,-0.217
"helpful",0.9375,-0.243
"helpless",0.884615384615385,0.125
"heretical",0.364406779661017,-0.204
"hermitish",0.840579710144927,NA
"heroic",0.91566265060241,-0.241
"hesitant",0.89873417721519,-0.196
"hidebound",0.177215189873418,NA
"high-handed",0.376623376623377,NA
"high-minded",0.739130434782609,NA
"high-principled",0.8125,NA
"high-spirited",0.694736842105263,NA
"high-strung",0.793650793650794,NA
"highbrow",0.607594936708861,-0.254
"highfalutin",0.727272727272727,NA
"hilarious",0.823529411764706,-0.221
"histrionic",0.297297297297297,-0.246
"hit-or-miss",0.609375,NA
"hoggish",0.708860759493671,NA
"holier-than-thou",0.817204301075269,NA
"holy",0.918604651162791,1.062
"homeless",0.98019801980198,-0.242
"homespun",0.43298969072165,-0.241
"homicidal",0.94,-0.247
"honest",0.925531914893617,0.883
"honorable",0.926315789473684,-0.032
"hopeful",0.831460674157303,-0.063
"hopeless",0.878787878787879,0.052
"hospitable",0.962025316455696,-0.147
"hostile",0.804878048780488,0.311
"hot-blooded",0.851851851851852,NA
"hot-tempered",0.976470588235294,NA
"hotheaded",0.924050632911392,NA
"humane",0.924050632911392,-0.11
"humanistic",0.901408450704225,-0.206
"humanitarian",0.771653543307087,-0.055
"humble",0.88,0.377
"humiliated",0.8625,-0.184
"humiliating",0.955882352941177,-0.153
"humorless",0.864197530864197,-0.256
"humorous",0.948453608247423,-0.257
"hungry",0.727272727272727,0.364
"hurtful",0.941176470588235,-0.204
"hygienic",0.954545454545455,-0.227
"hypercritical",0.880597014925373,NA
"hypersensitive",0.68,-0.251
"hypersensual",0.776315789473684,NA
"hypochondriac",0.870588235294118,-0.254
"hypocritical",0.452054794520548,-0.211
"hysterical",0.863636363636364,-0.158
"iconoclastic",0.260869565217391,-0.247
"icy",0.865853658536585,-0.102
"idealistic",0.717948717948718,-0.2
"ideological",0.844155844155844,-0.24
"idiotic",0.933333333333333,-0.225
"idle",0.592592592592593,-0.238
"idolatrous",0.818181818181818,-0.223
"ignorant",0.929411764705882,-0.25
"ill-bred",0.829268292682927,NA
"ill-fated",0.986301369863014,NA
"ill-humored",0.538461538461538,NA
"ill-mannered",0.833333333333333,NA
"ill-natured",0.7625,NA
"ill-tempered",0.862068965517241,NA
"ill-willed",0.708860759493671,NA
"illiterate",0.91566265060241,-0.171
"illogical",0.863636363636364,-0.212
"imaginative",0.956989247311828,-0.036
"imitative",0.865853658536585,-0.222
"immaculate",0.608108108108108,-0.211
"immature",1,-0.162
"immoderate",0.505882352941176,-0.245
"immodest",0.433333333333333,-0.251
"immoral",0.897727272727273,-0.115
"immovable",0.813333333333333,-0.193
"impaired",0.756410256410256,-0.231
"impartial",0.833333333333333,-0.112
"impassioned",0.756410256410256,-0.192
"impassive",0.536585365853659,-0.224
"impatient",0.91,0.027
"imperceptive",0.788235294117647,NA
"impersonal",0.633802816901408,-0.143
"impertinent",0.423913043478261,-0.202
"imperturbable",0.45,-0.24
"impetuous",0.574712643678161,-0.19
"impious",0.494505494505495,-0.21
"impish",0.74025974025974,-0.251
"implacable",0.459770114942529,-0.207
"impolite",0.987341772151899,-0.246
"impolitic",0.151162790697674,-0.248
"important",0.755102040816326,11.036
"imposing",0.677777777777778,0.053
"impractical",0.869565217391304,-0.203
"imprecise",0.705882352941177,-0.23
"impressible",0.752577319587629,NA
"impressionable",0.8625,-0.237
"impressive",0.851351351351351,0.181
"improper",0.857142857142857,-0.055
"improvident",0.48,-0.248
"improvising",0.795698924731183,-0.248
"imprudent",0.523255813953488,-0.214
"impudent",0.517241379310345,-0.209
"impulsive",0.911111111111111,-0.161
"inaccessible",0.91566265060241,-0.147
"inaccurate",0.921052631578947,-0.14
"inactive",0.63013698630137,-0.142
"inaggressive",0.707317073170732,NA
"inane",0.689655172413793,-0.245
"inarticulate",0.867924528301887,-0.223
"inattentive",0.783783783783784,-0.237
"incapable",0.918918918918919,0.103
"incautious",0.435294117647059,NA
"incendiary",0.614457831325301,-0.232
"incisive",0.657894736842105,-0.231
"incoercible",0.392857142857143,NA
"incoherent",0.86734693877551,-0.186
"incompetent",0.763888888888889,-0.149
"incompliant",0.532467532467532,NA
"inconfident",0.833333333333333,NA
"inconfinable",0.814814814814815,NA
"incongenial",0.636363636363636,NA
"inconsiderate",0.928571428571429,-0.236
"inconsistent",0.906976744186046,0.076
"inconsolable",0.679611650485437,-0.246
"inconstant",0.816091954022989,-0.245
"incontrollable",0.86046511627907,NA
"inconvincible",0.939759036144578,NA
"incorrigible",0.7,-0.234
"incorrupt",0.818181818181818,NA
"incorruptible",0.787878787878788,-0.234
"incredulous",0.690140845070423,-0.203
"incurious",0.704545454545455,NA
"indecent",0.776470588235294,-0.203
"indecisive",1,-0.243
"indefatigable",0.607594936708861,-0.204
"indefinite",0.719101123595506,-0.08
"indeliberate",0.571428571428571,NA
"indelicate",0.681818181818182,-0.25
"independent",0.706766917293233,0.041
"indestructible",0.975,-0.226
"indifferent",0.839506172839506,0.126
"indignant",0.435897435897436,-0.097
"indirect",0.695121951219512,-0.195
"indiscreet",0.380434782608696,-0.229
"indivertible",0.797872340425532,NA
"individualistic",0.841121495327103,-0.194
"indocile",0.339130434782609,NA
"indolent",0.565217391304348,-0.201
"indomitable",0.777777777777778,-0.211
"indulgent",0.391304347826087,-0.183
"industrious",0.734939759036145,-0.129
"inefficient",0.946808510638298,-0.132
"inelegant",0.728395061728395,NA
"ineloquent",0.868131868131868,NA
"inert",0.594202898550725,-0.161
"inexact",0.928571428571429,-0.248
"inexcitable",0.710843373493976,NA
"inexhaustible",0.63963963963964,-0.183
"inexperienced",0.977011494252874,-0.152
"inexplicit",0.682926829268293,NA
"inexpressive",0.864864864864865,NA
"infantile",0.880952380952381,-0.204
"inflammatory",0.591397849462366,0.028
"inflexible",0.883116883116883,-0.191
"influential",0.8,0.247
"informal",0.848837209302326,0.264
"informative",0.957142857142857,-0.155
"informed",0.628865979381443,1.167
"ingenious",0.827956989247312,-0.054
"ingenuous",0.202380952380952,-0.226
"ingratiating",0.258823529411765,-0.25
"ingratiatory",0.25,NA
"inharmonious",0.5,NA
"inhibited",0.6,-0.172
"inhospitable",0.883116883116883,-0.226
"inhuman",0.887640449438202,-0.173
"inhumane",0.679012345679012,-0.241
"inirritable",0.506024096385542,NA
"initiating",0.851851851851852,-0.155
"injudicious",0.466666666666667,-0.238
"innocent",0.923913043478261,-0.188
"innovative",0.901234567901235,0.094
"inoffensive",0.804597701149425,-0.234
"inquiring",0.841269841269841,-0.142
"inquisitive",0.875,-0.193
"inquisitorial",0.778947368421053,-0.247
"insane",0.930232558139535,-0.248
"insatiable",0.880597014925373,-0.203
"insecure",0.867469879518072,-0.169
"insensate",0.621212121212121,NA
"insensitive",0.86764705882353,-0.195
"insensuous",0.346666666666667,NA
"insightful",0.776315789473684,-0.188
"insincere",0.858974358974359,-0.234
"insinuating",0.7375,-0.233
"insistent",0.432098765432099,-0.177
"insolent",0.705128205128205,-0.174
"inspirational",0.858974358974359,-0.213
"inspired",0.692307692307692,-0.218
"instructible",0.790123456790123,NA
"insubordinate",0.848484848484849,NA
"insulting",0.858695652173913,-0.169
"insuppressible",0.831460674157303,NA
"intellectual",0.833333333333333,-0.098
"intelligent",0.441558441558442,-0.187
"intemperate",0.298701298701299,-0.232
"intense",0.822784810126582,0.708
"interested",0.866666666666667,1.679
"interesting",0.829268292682927,-0.207
"interfering",0.926829268292683,-0.129
"intimate",0.818181818181818,0.417
"intimidating",0.877777777777778,-0.204
"intolerant",0.821052631578947,-0.208
"intransigent",0.367088607594937,NA
"intrepid",0.368421052631579,-0.217
"intricate",0.835443037974684,-0.088
"introspective",0.927710843373494,-0.232
"introverted",0.888888888888889,-0.248
"intrusive",0.635416666666667,-0.185
"intuiting",0.761194029850746,NA
"intuitive",0.916666666666667,-0.061
"invalidating",0.717391304347826,NA
"invariable",0.857142857142857,-0.194
"inventive",0.897727272727273,-0.193
"invidious",0.426966292134831,-0.233
"invincible",0.875,-0.179
"inviting",0.818181818181818,-0.026
"involved",0.528089887640449,3.281
"inward",0.730769230769231,0.096
"irascible",0.338461538461538,-0.244
"iron-hearted",0.701298701298701,NA
"ironical",0.704545454545455,-0.224
"irrational",0.857142857142857,-0.081
"irreformable",0.841463414634146,NA
"irreligious",0.753246753246753,-0.238
"irrepressible",0.628571428571429,-0.221
"irresolute",0.670212765957447,-0.238
"irresponsible",0.697368421052632,-0.166
"irrestrainable",0.833333333333333,NA
"irreverent",0.56,-0.228
"irritable",0.96875,-0.173
"irritated",0.943820224719101,-0.107
"irritating",0.756756756756757,-0.17
"jabbering",0.94,-0.252
"jaded",0.75,-0.229
"jaunty",0.518987341772152,-0.241
"jazzy",0.807692307692308,NA
"jealous",0.888888888888889,-0.251
"jeering",0.646341463414634,-0.244
"jocular",0.637362637362637,-0.246
"jolly",1,-0.218
"jovial",0.826666666666667,-0.213
"joyful",0.94047619047619,-0.102
"joyless",0.794117647058823,-0.249
"joyous",0.932432432432432,-0.084
"judgmental",0.902173913043478,-0.229
"judicious",0.688311688311688,-0.13
"jumpy",0.91,-0.25
"just",0.829268292682927,2.322
"juvenile",1,-0.026
"keen",0.436781609195402,-0.231
"kind",0.883720930232558,-0.254
"kindhearted",0.873239436619718,-0.255
"kindly",0.825581395348837,0.379
"kingly",0.824742268041237,-0.259
"kinky",0.91304347826087,-0.252
"kittenish",0.435897435897436,NA
"knavish",0.231707317073171,-0.257
"know-it-all",0.972222222222222,NA
"knowledgeable",1,-0.259
"labile",0.25,-0.247
"lachrymose",0.348837209302326,NA
"lackadaisical",0.694736842105263,NA
"lackluster",0.904109589041096,NA
"laconic",0.24390243902439,-0.241
"ladylike",0.436781609195402,-0.249
"laid-back",0.987012987012987,NA
"lamblike",0.829787234042553,NA
"languid",0.337349397590361,-0.189
"larcenous",0.777777777777778,NA
"lascivious",0.768292682926829,-0.245
"laughing",0.611111111111111,0.568
"laughterless",0.201923076923077,NA
"lavish",0.703125,-0.15
"law-abiding",0.911764705882353,NA
"lawless",0.864864864864865,-0.243
"lax",0.785714285714286,-0.208
"lazy",0.974358974358974,-0.029
"leadable",0.771428571428571,NA
"learned",0.857142857142857,2.764
"lecherous",0.425,NA
"lecturing",0.634146341463415,-0.208
"leering",0.87012987012987,-0.247
"left-handed",0.943181818181818,NA
"legalistic",0.726190476190476,-0.243
"leisureless",0.46875,NA
"leisurely",0.8,-0.147
"lenient",0.792207792207792,-0.219
"lethargic",0.642276422764228,-0.241
"levelheaded",0.9375,NA
"lewd",0.903614457831325,-0.237
"liberal",0.5,0.769
"liberated",0.946236559139785,-0.113
"libidinous",0.714285714285714,NA
"licentious",0.539325842696629,-0.225
"life-weary",0.863636363636364,NA
"lifeless",0.8875,-0.145
"lighthearted",0.880952380952381,-0.244
"likeable",0.773333333333333,-0.25
"lily-livered",0.549295774647887,NA
"lion-hearted",0.975,NA
"listless",0.720430107526882,-0.219
"literal",0.717647058823529,0.051
"literary",0.926315789473684,0
"literate",0.894736842105263,-0.175
"little",0.28735632183908,20.046
"live",0.717391304347826,-0.043
"lively",0.97029702970297,-0.249
"logical",0.883116883116883,-0.2
"lonely",0.883720930232558,0.282
"lonesome",0.987341772151899,-0.212
"long-suffering",0.855421686746988,NA
"long-winded",0.855555555555556,NA
"longing",0.6875,-0.251
"loony",0.897727272727273,NA
"loopy",0.693877551020408,NA
"loose",0.876543209876543,-0.224
"loose-tongued",0.876712328767123,NA
"loquacious",0.421052631578947,-0.249
"lordly",0.5,-0.227
"loud",0.954545454545455,-0.223
"loudmouthed",0.767123287671233,NA
"loutish",0.295918367346939,NA
"lovable",0.902777777777778,-0.217
"loveless",0.842105263157895,-0.25
"lovely",0.942528735632184,-0.227
"loving",0.98876404494382,-0.213
"low-key",0.770833333333333,NA
"lowbrow",0.5,NA
"loyal",0.88421052631579,0.17
"lucid",0.595238095238095,-0.19
"luckless",0.847222222222222,-0.237
"lucky",0.878378378378378,-0.171
"lugubrious",0.147727272727273,-0.247
"lukewarm",0.493506493506494,-0.218
"lustful",0.962025316455696,-0.243
"lustless",0.460526315789474,NA
"lusty",0.186813186813187,-0.226
"luxurious",0.726027397260274,-0.116
"lyrical",0.0617283950617284,-0.197
"macabre",0.705128205128205,-0.245
"mad",0.816901408450704,0.532
"magisterial",0.311320754716981,-0.241
"magnanimous",0.324675324675325,-0.221
"magnetic",0.974358974358974,0.437
"maladjusted",0.779220779220779,NA
"maladroit",0.158536585365854,NA
"malcontented",0.546511627906977,NA
"malevolent",0.927083333333333,-0.22
"malicious",0.978021978021978,-0.11
"malingering",0.5,-0.246
"malleable",0.866666666666667,-0.223
"maniacal",0.633333333333333,-0.251
"manipulable",0.947368421052632,NA
"manipulative",0.830769230769231,-0.216
"manly",0.959459459459459,-0.061
"mannerless",0.863013698630137,NA
"mannerly",0.7375,NA
"mannish",0.879518072289157,NA
"many-sided",0.75,NA
"masculine",0.93421052631579,-0.248
"masochistic",0.693333333333333,-0.251
"matchmaking",0.959459459459459,-0.253
"materialistic",0.645833333333333,-0.204
"maternal",0.986666666666667,0.095
"mathematical",0.65625,0.285
"matriarchal",0.936842105263158,-0.254
"matronly",0.740740740740741,-0.252
"matter-of-fact",0.609756097560976,NA
"mature",0.973333333333333,-0.234
"maudlin",0.3625,-0.247
"mawkish",0.340909090909091,NA
"mean",0.808823529411765,5.801
"mean-spirited",0.714285714285714,NA
"meandering",0.797619047619048,-0.231
"mechanistic",0.797752808988764,-0.206
"meddlesome",0.89041095890411,-0.253
"meddling",0.918918918918919,-0.218
"meditative",0.644736842105263,-0.207
"meek",0.511111111111111,-0.161
"megalomaniacal",0.705128205128205,NA
"melancholic",0.752808988764045,-0.241
"melancholy",0.866666666666667,0.177
"mellow",0.696629213483146,-0.188
"melodramatic",0.89010989010989,-0.228
"menacing",0.851351351351351,-0.176
"mendacious",0.182926829268293,NA
"mendicant",0.253731343283582,-0.241
"mentoring",0.979591836734694,-0.243
"mercenary",0.347826086956522,-0.195
"merciful",0.858974358974359,-0.1
"merciless",0.85,-0.192
"mercurial",0.301075268817204,-0.237
"merry",0.975308641975309,0.066
"messy",0.987179487179487,-0.189
"methodical",0.816901408450704,-0.204
"meticulous",0.911111111111111,-0.206
"middle-aged",0.941860465116279,NA
"middle-class",0.967032967032967,NA
"mild",0.602409638554217,-0.219
"mild-hearted",0.769230769230769,NA
"militant",0.802197802197802,-0.247
"militaristic",0.845238095238095,-0.246
"mindful",0.826086956521739,-0.16
"minimizing",0.675324675324675,-0.251
"ministerial",0.768292682926829,-0.155
"ministrative",0.546511627906977,NA
"mirthful",0.5875,-0.25
"mirthless",0.5,NA
"misanthropic",0.448717948717949,NA
"mischievous",0.739130434782609,-0.138
"miserable",0.808080808080808,-0.251
"miserly",0.571428571428571,-0.249
"misleadable",0.622222222222222,NA
"mistrustful",0.934065934065934,NA
"mocking",0.919540229885057,-0.147
"moderate",0.865671641791045,0.468
"modern",0.942857142857143,3.51
"modest",0.907894736842105,-0.247
"moldable",0.666666666666667,NA
"money-grubbing",0.821428571428571,NA
"monkish",0.304878048780488,-0.247
"monosyllabic",0.755813953488372,-0.25
"monotonous",0.825,-0.136
"moody",0.892857142857143,-0.221
"moony",0.295774647887324,NA
"moping",0.819672131147541,-0.251
"moral",0.878048780487805,-0.246
"moralistic",0.5,-0.244
"moralizing",0.4875,-0.244
"morbid",0.78021978021978,-0.124
"moronic",0.892156862745098,NA
"morose",0.681818181818182,-0.231
"mothering",0.919540229885057,-0.23
"motherly",0.956521739130435,-0.22
"motley",0.527027027027027,-0.24
"mousy",0.761363636363636,NA
"mouthy",0.920454545454545,NA
"muddle-headed",0.802631578947368,NA
"mulish",0.439024390243902,NA
"mumbling",0.941860465116279,-0.231
"mundane",0.924731182795699,-0.147
"munificent",0.428571428571429,-0.245
"murderous",0.977272727272727,-0.154
"muscular",0.977011494252874,0.052
"mushy",0.794871794871795,-0.25
"musical",0.953488372093023,0.692
"mussy",0.507462686567164,NA
"mutinous",0.659090909090909,-0.239
"mysterious",0.963414634146341,0.398
"mystical",0.8375,-0.04
"nagging",1,-0.217
"naive",0.852272727272727,-0.22
"namby-pamby",0.39,NA
"narrow",0.37037037037037,1.335
"narrow-minded",0.839080459770115,NA
"nasty",0.753086419753086,-0.078
"nationalistic",0.935897435897436,-0.217
"natural",0.560975609756098,-0.233
"naughty",0.873563218390805,-0.255
"neat",0.944444444444444,-0.253
"needy",0.736434108527132,-0.141
"nefarious",0.8,-0.234
"negative",0.826666666666667,2.201
"negativistic",0.372093023255814,NA
"neglected",0.930555555555556,-0.25
"neglectful",0.954022988505747,-0.246
"neglecting",0.9,-0.253
"negligent",0.663157894736842,-0.172
"neighborly",0.93939393939394,-0.248
"nervous",0.529411764705882,0.75
"nervy",0.320987654320988,NA
"neurotic",0.897435897435897,-0.217
"neutral",0.956521739130435,0.373
"nice",0.460674157303371,-0.244
"niggardly",0.436781609195402,-0.252
"nihilistic",0.666666666666667,-0.251
"nimble-witted",0.5625,NA
"noble",0.795454545454545,1.079
"nocturnal",0.935064935064935,-0.253
"noisy",0.909090909090909,-0.255
"nonbelligerent",0.659090909090909,NA
